round_number,kill_index,map,local_team_side,att_money,def_money,economy_diff,att_ults_ready,def_ults_ready,score_won,score_lost,score_diff,att_alive,def_alive,alive_diff,att_kills,def_kills,kill_diff,spike_planted,winner,att_full_buy,def_full_buy,att_eco,def_eco,ult_adv,alive_ratio,kill_progress
14,7,3,0,4000,17250,-13250,0,0,11,2,9,1,2,-1,3,4,-1,1,1,0,0,1,0,0,0.3333333333333333,0.7
15,1,3,0,11350,12300,-950,0,0,11,3,8,4,5,-1,0,1,-1,0,0,0,0,0,0,0,0.4444444444444444,0.1
15,2,3,0,11350,12300,-950,0,0,11,3,8,4,4,0,1,1,0,1,0,0,0,0,0,0,0.5,0.2
15,3,3,0,11350,12300,-950,0,0,11,3,8,4,3,1,2,1,1,1,0,0,0,0,0,0,0.5714285714285714,0.3
15,4,3,0,11350,12300,-950,0,0,11,3,8,4,2,2,3,1,2,1,0,0,0,0,0,0,0.6666666666666666,0.4
15,5,3,0,11350,12300,-950,0,0,11,3,8,3,2,1,3,2,1,1,0,0,0,0,0,0,0.6,0.5
15,6,3,0,11350,12300,-950,0,0,11,3,8,2,2,0,3,3,0,1,0,0,0,0,0,0,0.5,0.6
17,1,3,0,22000,2150,19850,0,3,11,5,6,5,4,1,1,0,1,0,0,1,0,0,1,-3,0.5555555555555556,0.1
17,2,3,0,22000,2150,19850,0,3,11,5,6,4,4,0,1,1,0,1,0,1,0,0,1,-3,0.5,0.2
17,3,3,0,22000,2150,19850,0,3,11,5,6,3,4,-1,1,2,-1,1,0,1,0,0,1,-3,0.42857142857142855,0.3
17,4,3,0,22000,2150,19850,0,3,11,5,6,3,3,0,2,2,0,1,0,1,0,0,1,-3,0.5,0.4
17,5,3,0,22000,2150,19850,0,3,11,5,6,3,2,1,3,2,1,1,0,1,0,0,1,-3,0.6,0.5
17,6,3,0,22000,2150,19850,0,3,11,5,6,2,2,0,3,3,0,1,0,1,0,0,1,-3,0.5,0.6
17,7,3,0,22000,2150,19850,0,3,11,5,6,2,1,1,4,3,1,1,0,1,0,0,1,-3,0.6666666666666666,0.7
17,8,3,0,22000,2150,19850,0,3,11,5,6,2,0,2,5,3,2,1,0,1,0,0,1,-3,1.0,0.8
18,1,3,0,28500,6150,22350,1,2,11,6,5,5,4,1,1,0,1,0,0,1,0,0,1,-1,0.5555555555555556,0.1
18,2,3,0,28500,6150,22350,1,2,11,6,5,4,4,0,1,1,0,0,0,1,0,0,1,-1,0.5,0.2
18,3,3,0,28500,6150,22350,1,2,11,6,5,4,3,1,2,1,1,0,0,1,0,0,1,-1,0.5714285714285714,0.3
18,4,3,0,28500,6150,22350,1,2,11,6,5,3,3,0,2,2,0,0,0,1,0,0,1,-1,0.5,0.4
18,5,3,0,28500,6150,22350,1,2,11,6,5,3,2,1,3,2,1,0,0,1,0,0,1,-1,0.6,0.5
18,6,3,0,28500,6150,22350,1,2,11,6,5,3,1,2,4,2,2,0,0,1,0,0,1,-1,0.75,0.6
18,7,3,0,28500,6150,22350,1,2,11,6,5,3,0,3,5,2,3,0,0,1,0,0,1,-1,1.0,0.7
19,1,3,0,27800,15300,12500,3,0,11,7,4,5,4,1,1,0,1,0,0,1,0,0,0,3,0.5555555555555556,0.1
19,2,3,0,27800,15300,12500,3,0,11,7,4,5,3,2,2,0,2,1,0,1,0,0,0,3,0.625,0.2
19,3,3,0,27800,15300,12500,3,0,11,7,4,5,2,3,3,0,3,1,0,1,0,0,0,3,0.7142857142857143,0.3
19,4,3,0,27800,15300,12500,3,0,11,7,4,4,2,2,3,1,2,1,0,1,0,0,0,3,0.6666666666666666,0.4
19,5,3,0,27800,15300,12500,3,0,11,7,4,3,2,1,3,2,1,1,0,1,0,0,0,3,0.6,0.5
19,6,3,0,27800,15300,12500,3,0,11,7,4,3,1,2,4,2,2,1,0,1,0,0,0,3,0.75,0.6
19,7,3,0,27800,15300,12500,3,0,11,7,4,2,1,1,4,3,1,1,0,1,0,0,0,3,0.6666666666666666,0.7
20,1,3,0,35600,19450,16150,2,0,11,8,3,5,4,1,1,0,1,0,0,1,0,0,0,2,0.5555555555555556,0.1
20,2,3,0,35600,19450,16150,2,0,11,8,3,5,3,2,2,0,2,1,0,1,0,0,0,2,0.625,0.2
20,3,3,0,35600,19450,16150,2,0,11,8,3,5,2,3,3,0,3,1,0,1,0,0,0,2,0.7142857142857143,0.3
20,4,3,0,35600,19450,16150,2,0,11,8,3,5,1,4,4,0,4,1,0,1,0,0,0,2,0.8333333333333334,0.4
20,5,3,0,35600,19450,16150,2,0,11,8,3,5,0,5,5,0,5,1,0,1,0,0,0,2,1.0,0.5
21,1,3,0,37650,6600,31050,3,1,11,9,2,5,4,1,1,0,1,0,0,1,0,0,1,2,0.5555555555555556,0.1
21,2,3,0,37650,6600,31050,3,1,11,9,2,5,3,2,2,0,2,1,0,1,0,0,1,2,0.625,0.2
21,3,3,0,37650,6600,31050,3,1,11,9,2,4,3,1,2,1,1,1,0,1,0,0,1,2,0.5714285714285714,0.3
21,4,3,0,37650,6600,31050,3,1,11,9,2,3,3,0,2,2,0,1,0,1,0,0,1,2,0.5,0.4
21,5,3,0,37650,6600,31050,3,1,11,9,2,3,2,1,3,2,1,1,0,1,0,0,1,2,0.6,0.5
21,6,3,0,37650,6600,31050,3,1,11,9,2,2,2,0,3,3,0,1,0,1,0,0,1,2,0.5,0.6
21,7,3,0,37650,6600,31050,3,1,11,9,2,1,2,-1,3,4,-1,1,0,1,0,0,1,2,0.3333333333333333,0.7
21,8,3,0,37650,6600,31050,3,1,11,9,2,1,1,0,4,4,0,1,0,1,0,0,1,2,0.5,0.8
22,1,3,0,38200,11700,26500,3,0,11,10,1,4,5,-1,0,1,-1,0,0,1,0,0,0,3,0.4444444444444444,0.1
22,2,3,0,38200,11700,26500,3,0,11,10,1,3,5,-2,0,2,-2,0,0,1,0,0,0,3,0.375,0.2
22,3,3,0,38200,11700,26500,3,0,11,10,1,2,5,-3,0,3,-3,0,0,1,0,0,0,3,0.2857142857142857,0.3
22,4,3,0,38200,11700,26500,3,0,11,10,1,1,5,-4,0,4,-4,0,0,1,0,0,0,3,0.16666666666666666,0.4
22,5,3,0,38200,11700,26500,3,0,11,10,1,1,4,-3,1,4,-3,0,0,1,0,0,0,3,0.2,0.5
22,6,3,0,38200,11700,26500,3,0,11,10,1,1,3,-2,2,4,-2,0,0,1,0,0,0,3,0.25,0.6
22,7,3,0,38200,11700,26500,3,0,11,10,1,1,2,-1,3,4,-1,0,0,1,0,0,0,3,0.3333333333333333,0.7
23,1,3,0,44150,19650,24500,2,1,12,10,2,4,5,-1,0,1,-1,0,1,1,1,0,0,1,0.4444444444444444,0.1
23,2,3,0,44150,19650,24500,2,1,12,10,2,3,5,-2,0,2,-2,1,1,1,1,0,0,1,0.375,0.2
23,3,3,0,44150,19650,24500,2,1,12,10,2,3,4,-1,1,2,-1,1,1,1,1,0,0,1,0.42857142857142855,0.3
23,4,3,0,44150,19650,24500,2,1,12,10,2,3,3,0,2,2,0,1,1,1,1,0,0,1,0.5,0.4
23,5,3,0,44150,19650,24500,2,1,12,10,2,2,3,-1,2,3,-1,1,1,1,1,0,0,1,0.4,0.5
23,6,3,0,44150,19650,24500,2,1,12,10,2,1,3,-2,2,4,-2,1,1,1,1,0,0,1,0.25,0.6
23,7,3,0,44150,19650,24500,2,1,12,10,2,1,2,-1,3,4,-1,1,1,1,1,0,0,1,0.3333333333333333,0.7
23,8,3,0,44150,19650,24500,2,1,12,10,2,0,2,-2,3,5,-2,1,1,1,1,0,0,1,0.0,0.8
1,1,1,1,0,0,0,0,0,7,13,-6,4,5,-1,0,1,-1,0,1,0,0,1,1,0,0.4444444444444444,0.1
1,2,1,1,0,0,0,0,0,7,13,-6,4,4,0,1,1,0,0,1,0,0,1,1,0,0.5,0.2
1,3,1,1,0,0,0,0,0,7,13,-6,4,3,1,2,1,1,0,1,0,0,1,1,0,0.5714285714285714,0.3
1,4,1,1,0,0,0,0,0,7,13,-6,4,2,2,3,1,2,0,1,0,0,1,1,0,0.6666666666666666,0.4
1,5,1,1,0,0,0,0,0,7,13,-6,4,1,3,4,1,3,0,1,0,0,1,1,0,0.8,0.5
3,1,1,1,17850,11900,5950,0,1,2,0,2,5,4,1,1,0,1,0,1,0,0,0,0,-1,0.5555555555555556,0.1
3,2,1,1,17850,11900,5950,0,1,2,0,2,4,4,0,1,1,0,1,1,0,0,0,0,-1,0.5,0.2
3,3,1,1,17850,11900,5950,0,1,2,0,2,3,4,-1,1,2,-1,1,1,0,0,0,0,-1,0.42857142857142855,0.3
3,4,1,1,17850,11900,5950,0,1,2,0,2,2,4,-2,1,3,-2,1,1,0,0,0,0,-1,0.3333333333333333,0.4
3,5,1,1,17850,11900,5950,0,1,2,0,2,2,3,-1,2,3,-1,1,1,0,0,0,0,-1,0.4,0.5
3,6,1,1,17850,11900,5950,0,1,2,0,2,1,3,-2,2,4,-2,1,1,0,0,0,0,-1,0.25,0.6
3,7,1,1,17850,11900,5950,0,1,2,0,2,1,2,-1,3,4,-1,1,1,0,0,0,0,-1,0.3333333333333333,0.7
3,8,1,1,17850,11900,5950,0,1,2,0,2,0,2,-2,3,5,-2,1,1,0,0,0,0,-1,0.0,0.8
4,1,1,1,17650,18400,-750,0,0,2,1,1,5,4,1,1,0,1,0,0,0,0,0,0,0,0.5555555555555556,0.1
4,2,1,1,17650,18400,-750,0,0,2,1,1,5,3,2,2,0,2,1,0,0,0,0,0,0,0.625,0.2
4,3,1,1,17650,18400,-750,0,0,2,1,1,5,2,3,3,0,3,1,0,0,0,0,0,0,0.7142857142857143,0.3
4,4,1,1,17650,18400,-750,0,0,2,1,1,5,1,4,4,0,4,1,0,0,0,0,0,0,0.8333333333333334,0.4
4,5,1,1,17650,18400,-750,0,0,2,1,1,4,1,3,4,1,3,1,0,0,0,0,0,0,0.8,0.5
4,6,1,1,17650,18400,-750,0,0,2,1,1,4,0,4,5,1,4,1,0,0,0,0,0,0,1.0,0.6
5,1,1,1,18550,17050,1500,1,0,3,1,2,5,4,1,1,0,1,0,1,0,0,0,0,1,0.5555555555555556,0.1
5,2,1,1,18550,17050,1500,1,0,3,1,2,4,4,0,1,1,0,1,1,0,0,0,0,1,0.5,0.2
5,3,1,1,18550,17050,1500,1,0,3,1,2,4,3,1,2,1,1,1,1,0,0,0,0,1,0.5714285714285714,0.3
5,4,1,1,18550,17050,1500,1,0,3,1,2,3,3,0,2,2,0,1,1,0,0,0,0,1,0.5,0.4
5,5,1,1,18550,17050,1500,1,0,3,1,2,3,2,1,3,2,1,1,1,0,0,0,0,1,0.6,0.5
5,6,1,1,18550,17050,1500,1,0,3,1,2,2,2,0,3,3,0,1,1,0,0,0,0,1,0.5,0.6
5,7,1,1,18550,17050,1500,1,0,3,1,2,1,2,-1,3,4,-1,1,1,0,0,0,0,1,0.3333333333333333,0.7
5,8,1,1,18550,17050,1500,1,0,3,1,2,0,2,-2,3,5,-2,1,1,0,0,0,0,1,0.0,0.8
6,1,1,1,15500,15550,-50,3,2,3,2,1,4,5,-1,0,1,-1,0,0,0,0,0,0,1,0.4444444444444444,0.1
6,2,1,1,15500,15550,-50,3,2,3,2,1,3,5,-2,0,2,-2,0,0,0,0,0,0,1,0.375,0.2
6,3,1,1,15500,15550,-50,3,2,3,2,1,3,4,-1,1,2,-1,0,0,0,0,0,0,1,0.42857142857142855,0.3
6,4,1,1,15500,15550,-50,3,2,3,2,1,2,4,-2,1,3,-2,0,0,0,0,0,0,1,0.3333333333333333,0.4
6,5,1,1,15500,15550,-50,3,2,3,2,1,1,4,-3,1,4,-3,0,0,0,0,0,0,1,0.2,0.5
6,6,1,1,15500,15550,-50,3,2,3,2,1,0,4,-4,1,5,-4,0,0,0,0,0,0,1,0.0,0.6
7,1,1,1,10100,19900,-9800,3,3,3,3,0,5,4,1,1,0,1,0,0,0,1,0,0,0,0.5555555555555556,0.1
7,2,1,1,10100,19900,-9800,3,3,3,3,0,4,4,0,1,1,0,0,0,0,1,0,0,0,0.5,0.2
7,3,1,1,10100,19900,-9800,3,3,3,3,0,3,4,-1,1,2,-1,0,0,0,1,0,0,0,0.42857142857142855,0.3
7,4,1,1,10100,19900,-9800,3,3,3,3,0,3,3,0,2,2,0,0,0,0,1,0,0,0,0.5,0.4
7,5,1,1,10100,19900,-9800,3,3,3,3,0,2,3,-1,2,3,-1,0,0,0,1,0,0,0,0.4,0.5
7,6,1,1,10100,19900,-9800,3,3,3,3,0,1,3,-2,2,4,-2,0,0,0,1,0,0,0,0.25,0.6
7,7,1,1,10100,19900,-9800,3,3,3,3,0,0,3,-3,2,5,-3,0,0,0,1,0,0,0,0.0,0.7
8,1,1,1,7600,22250,-14650,3,4,3,4,-1,5,4,1,1,0,1,0,0,0,1,1,0,-1,0.5555555555555556,0.1
8,2,1,1,7600,22250,-14650,3,4,3,4,-1,4,4,0,1,1,0,1,0,0,1,1,0,-1,0.5,0.2
8,3,1,1,7600,22250,-14650,3,4,3,4,-1,4,3,1,2,1,1,1,0,0,1,1,0,-1,0.5714285714285714,0.3
8,4,1,1,7600,22250,-14650,3,4,3,4,-1,4,2,2,3,1,2,1,0,0,1,1,0,-1,0.6666666666666666,0.4
8,5,1,1,7600,22250,-14650,3,4,3,4,-1,4,1,3,4,1,3,1,0,0,1,1,0,-1,0.8,0.5
9,1,1,1,21800,28700,-6900,2,3,4,4,0,5,4,1,1,0,1,0,1,1,1,0,0,-1,0.5555555555555556,0.1
9,2,1,1,21800,28700,-6900,2,3,4,4,0,5,3,2,2,0,2,1,1,1,1,0,0,-1,0.625,0.2
9,3,1,1,21800,28700,-6900,2,3,4,4,0,5,2,3,3,0,3,1,1,1,1,0,0,-1,0.7142857142857143,0.3
9,4,1,1,21800,28700,-6900,2,3,4,4,0,5,1,4,4,0,4,1,1,1,1,0,0,-1,0.8333333333333334,0.4
9,5,1,1,21800,28700,-6900,2,3,4,4,0,5,0,5,5,0,5,1,1,1,1,0,0,-1,1.0,0.5
10,1,1,1,30600,27400,3200,1,3,5,4,1,4,5,-1,0,1,-1,0,1,1,1,0,0,-2,0.4444444444444444,0.1
10,2,1,1,30600,27400,3200,1,3,5,4,1,4,4,0,1,1,0,1,1,1,1,0,0,-2,0.5,0.2
10,3,1,1,30600,27400,3200,1,3,5,4,1,3,4,-1,1,2,-1,1,1,1,1,0,0,-2,0.42857142857142855,0.3
10,4,1,1,30600,27400,3200,1,3,5,4,1,3,3,0,2,2,0,1,1,1,1,0,0,-2,0.5,0.4
10,5,1,1,30600,27400,3200,1,3,5,4,1,3,2,1,3,2,1,1,1,1,1,0,0,-2,0.6,0.5
10,6,1,1,30600,27400,3200,1,3,5,4,1,2,2,0,3,3,0,1,1,1,1,0,0,-2,0.5,0.6
10,7,1,1,30600,27400,3200,1,3,5,4,1,1,2,-1,3,4,-1,1,1,1,1,0,0,-2,0.3333333333333333,0.7
10,8,1,1,30600,27400,3200,1,3,5,4,1,0,2,-2,3,5,-2,1,1,1,1,0,0,-2,0.0,0.8
11,1,1,1,34200,21300,12900,1,1,6,4,2,4,5,-1,0,1,-1,0,1,1,1,0,0,0,0.4444444444444444,0.1
11,2,1,1,34200,21300,12900,1,1,6,4,2,4,4,0,1,1,0,0,1,1,1,0,0,0,0.5,0.2
11,3,1,1,34200,21300,12900,1,1,6,4,2,3,4,-1,1,2,-1,0,1,1,1,0,0,0,0.42857142857142855,0.3
11,4,1,1,34200,21300,12900,1,1,6,4,2,3,3,0,2,2,0,0,1,1,1,0,0,0,0.5,0.4
11,5,1,1,34200,21300,12900,1,1,6,4,2,3,2,1,3,2,1,0,1,1,1,0,0,0,0.6,0.5
11,6,1,1,34200,21300,12900,1,1,6,4,2,3,1,2,4,2,2,0,1,1,1,0,0,0,0.75,0.6
11,7,1,1,34200,21300,12900,1,1,6,4,2,2,1,1,4,3,1,0,1,1,1,0,0,0,0.6666666666666666,0.7
11,8,1,1,34200,21300,12900,1,1,6,4,2,1,1,0,4,4,0,0,1,1,1,0,0,0,0.5,0.8
11,9,1,1,34200,21300,12900,1,1,6,4,2,1,0,1,5,4,1,0,1,1,1,0,0,0,1.0,0.9
11,10,1,1,34200,21300,12900,1,1,6,4,2,0,0,0,5,5,0,0,1,1,1,0,0,0,0.0,1.0
13,1,1,0,20750,21900,-1150,0,2,8,4,4,4,5,-1,0,1,-1,0,1,1,1,0,0,-2,0.4444444444444444,0.1
13,2,1,0,20750,21900,-1150,0,2,8,4,4,4,4,0,1,1,0,0,1,1,1,0,0,-2,0.5,0.2
13,3,1,0,20750,21900,-1150,0,2,8,4,4,4,3,1,2,1,1,0,1,1,1,0,0,-2,0.5714285714285714,0.3
13,4,1,0,20750,21900,-1150,0,2,8,4,4,3,3,0,2,2,0,0,1,1,1,0,0,-2,0.5,0.4
13,5,1,0,20750,21900,-1150,0,2,8,4,4,2,3,-1,2,3,-1,0,1,1,1,0,0,-2,0.4,0.5
13,6,1,0,20750,21900,-1150,0,2,8,4,4,2,2,0,3,3,0,0,1,1,1,0,0,-2,0.5,0.6
13,7,1,0,20750,21900,-1150,0,2,8,4,4,1,2,-1,3,4,-1,0,1,1,1,0,0,-2,0.3333333333333333,0.7
13,8,1,0,20750,21900,-1150,0,2,8,4,4,0,2,-2,3,5,-2,0,1,1,1,0,0,-2,0.0,0.8
14,1,1,0,4000,9950,-5950,0,0,9,4,5,4,5,-1,0,1,-1,0,1,0,0,1,1,0,0.4444444444444444,0.1
14,2,1,0,4000,9950,-5950,0,0,9,4,5,3,5,-2,0,2,-2,0,1,0,0,1,1,0,0.375,0.2
14,3,1,0,4000,9950,-5950,0,0,9,4,5,3,4,-1,1,2,-1,0,1,0,0,1,1,0,0.42857142857142855,0.3
14,4,1,0,4000,9950,-5950,0,0,9,4,5,3,3,0,2,2,0,0,1,0,0,1,1,0,0.5,0.4
14,5,1,0,4000,9950,-5950,0,0,9,4,5,2,3,-1,2,3,-1,0,1,0,0,1,1,0,0.4,0.5
14,6,1,0,4000,9950,-5950,0,0,9,4,5,1,3,-2,2,4,-2,0,1,0,0,1,1,0,0.25,0.6
14,7,1,0,4000,9950,-5950,0,0,9,4,5,0,3,-3,2,5,-3,0,1,0,0,1,1,0,0.0,0.7
15,1,1,0,11900,15750,-3850,0,0,10,4,6,4,5,-1,0,1,-1,0,1,0,0,0,0,0,0.4444444444444444,0.1
15,2,1,0,11900,15750,-3850,0,0,10,4,6,3,5,-2,0,2,-2,0,1,0,0,0,0,0,0.375,0.2
15,3,1,0,11900,15750,-3850,0,0,10,4,6,2,5,-3,0,3,-3,0,1,0,0,0,0,0,0.2857142857142857,0.3
15,4,1,0,11900,15750,-3850,0,0,10,4,6,1,5,-4,0,4,-4,0,1,0,0,0,0,0,0.16666666666666666,0.4
15,5,1,0,11900,15750,-3850,0,0,10,4,6,1,4,-3,1,4,-3,0,1,0,0,0,0,0,0.2,0.5
15,6,1,0,11900,15750,-3850,0,0,10,4,6,0,4,-4,1,5,-4,0,1,0,0,0,0,0,0.0,0.6
16,1,1,0,12700,27100,-14400,1,0,11,4,7,5,4,1,1,0,1,0,1,0,1,0,0,1,0.5555555555555556,0.1
16,2,1,0,12700,27100,-14400,1,0,11,4,7,4,4,0,1,1,0,0,1,0,1,0,0,1,0.5,0.2
16,3,1,0,12700,27100,-14400,1,0,11,4,7,3,4,-1,1,2,-1,0,1,0,1,0,0,1,0.42857142857142855,0.3
16,4,1,0,12700,27100,-14400,1,0,11,4,7,3,3,0,2,2,0,0,1,0,1,0,0,1,0.5,0.4
16,5,1,0,12700,27100,-14400,1,0,11,4,7,3,2,1,3,2,1,0,1,0,1,0,0,1,0.6,0.5
16,6,1,0,12700,27100,-14400,1,0,11,4,7,3,1,2,4,2,2,0,1,0,1,0,0,1,0.75,0.6
18,1,1,0,17000,12500,4500,1,2,11,6,5,4,5,-1,0,1,-1,0,0,0,0,0,0,-1,0.4444444444444444,0.1
18,2,1,0,17000,12500,4500,1,2,11,6,5,3,5,-2,0,2,-2,0,0,0,0,0,0,-1,0.375,0.2
18,3,1,0,17000,12500,4500,1,2,11,6,5,3,4,-1,1,2,-1,0,0,0,0,0,0,-1,0.42857142857142855,0.3
18,4,1,0,17000,12500,4500,1,2,11,6,5,2,4,-2,1,3,-2,0,0,0,0,0,0,-1,0.3333333333333333,0.4
18,5,1,0,17000,12500,4500,1,2,11,6,5,2,3,-1,2,3,-1,0,0,0,0,0,0,-1,0.4,0.5
18,6,1,0,17000,12500,4500,1,2,11,6,5,2,2,0,3,3,0,0,0,0,0,0,0,-1,0.5,0.6
18,7,1,0,17000,12500,4500,1,2,11,6,5,2,1,1,4,3,1,0,0,0,0,0,0,-1,0.6666666666666666,0.7
19,1,1,0,24500,14250,10250,1,3,11,7,4,4,5,-1,0,1,-1,0,0,1,0,0,0,-2,0.4444444444444444,0.1
19,2,1,0,24500,14250,10250,1,3,11,7,4,4,4,0,1,1,0,1,0,1,0,0,0,-2,0.5,0.2
19,3,1,0,24500,14250,10250,1,3,11,7,4,4,3,1,2,1,1,1,0,1,0,0,0,-2,0.5714285714285714,0.3
19,4,1,0,24500,14250,10250,1,3,11,7,4,3,3,0,2,2,0,1,0,1,0,0,0,-2,0.5,0.4
19,5,1,0,24500,14250,10250,1,3,11,7,4,2,3,-1,2,3,-1,1,0,1,0,0,0,-2,0.4,0.5
19,6,1,0,24500,14250,10250,1,3,11,7,4,2,2,0,3,3,0,1,0,1,0,0,0,-2,0.5,0.6
19,7,1,0,24500,14250,10250,1,3,11,7,4,1,2,-1,3,4,-1,1,0,1,0,0,0,-2,0.3333333333333333,0.7
19,8,1,0,24500,14250,10250,1,3,11,7,4,1,1,0,4,4,0,1,0,1,0,0,0,-2,0.5,0.8
21,1,1,0,30100,27250,2850,0,0,11,9,2,5,4,1,1,0,1,0,0,1,1,0,0,0,0.5555555555555556,0.1
21,2,1,0,30100,27250,2850,0,0,11,9,2,5,3,2,2,0,2,1,0,1,1,0,0,0,0.625,0.2
21,3,1,0,30100,27250,2850,0,0,11,9,2,4,3,1,2,1,1,1,0,1,1,0,0,0,0.5714285714285714,0.3
21,4,1,0,30100,27250,2850,0,0,11,9,2,3,3,0,2,2,0,1,0,1,1,0,0,0,0.5,0.4
21,5,1,0,30100,27250,2850,0,0,11,9,2,3,2,1,3,2,1,1,0,1,1,0,0,0,0.6,0.5
21,6,1,0,30100,27250,2850,0,0,11,9,2,3,1,2,4,2,2,1,0,1,1,0,0,0,0.75,0.6
22,1,1,0,27800,22950,4850,1,0,11,10,1,4,5,-1,0,1,-1,0,0,1,1,0,0,1,0.4444444444444444,0.1
22,2,1,0,27800,22950,4850,1,0,11,10,1,4,4,0,1,1,0,0,0,1,1,0,0,1,0.5,0.2
22,3,1,0,27800,22950,4850,1,0,11,10,1,3,4,-1,1,2,-1,0,0,1,1,0,0,1,0.42857142857142855,0.3
22,4,1,0,27800,22950,4850,1,0,11,10,1,3,3,0,2,2,0,0,0,1,1,0,0,1,0.5,0.4
22,5,1,0,27800,22950,4850,1,0,11,10,1,2,3,-1,2,3,-1,0,0,1,1,0,0,1,0.4,0.5
22,6,1,0,27800,22950,4850,1,0,11,10,1,1,3,-2,2,4,-2,0,0,1,1,0,0,1,0.25,0.6
22,7,1,0,27800,22950,4850,1,0,11,10,1,0,3,-3,2,5,-3,0,0,1,1,0,0,1,0.0,0.7
23,1,1,0,32550,23300,9250,2,0,12,10,2,5,4,1,1,0,1,0,1,1,1,0,0,2,0.5555555555555556,0.1
23,2,1,0,32550,23300,9250,2,0,12,10,2,4,4,0,1,1,0,1,1,1,1,0,0,2,0.5,0.2
23,3,1,0,32550,23300,9250,2,0,12,10,2,4,3,1,2,1,1,1,1,1,1,0,0,2,0.5714285714285714,0.3
23,4,1,0,32550,23300,9250,2,0,12,10,2,3,3,0,2,2,0,1,1,1,1,0,0,2,0.5,0.4
23,5,1,0,32550,23300,9250,2,0,12,10,2,2,3,-1,2,3,-1,1,1,1,1,0,0,2,0.4,0.5
23,6,1,0,32550,23300,9250,2,0,12,10,2,1,3,-2,2,4,-2,1,1,1,1,0,0,2,0.25,0.6
23,7,1,0,32550,23300,9250,2,0,12,10,2,1,2,-1,3,4,-1,1,1,1,1,0,0,2,0.3333333333333333,0.7
23,8,1,0,32550,23300,9250,2,0,12,10,2,1,1,0,4,4,0,1,1,1,1,0,0,2,0.5,0.8
23,9,1,0,32550,23300,9250,2,0,12,10,2,0,1,-1,4,5,-1,1,1,1,1,0,0,2,0.0,0.9
1,1,1,1,0,0,0,0,0,13,10,3,5,4,1,1,0,1,0,1,0,0,1,1,0,0.5555555555555556,0.1
1,2,1,1,0,0,0,0,0,13,10,3,4,4,0,1,1,0,1,1,0,0,1,1,0,0.5,0.2
1,3,1,1,0,0,0,0,0,13,10,3,4,3,1,2,1,1,1,1,0,0,1,1,0,0.5714285714285714,0.3
1,4,1,1,0,0,0,0,0,13,10,3,3,3,0,2,2,0,1,1,0,0,1,1,0,0.5,0.4
1,5,1,1,0,0,0,0,0,13,10,3,3,2,1,3,2,1,1,1,0,0,1,1,0,0.6,0.5
1,6,1,1,0,0,0,0,0,13,10,3,3,1,2,4,2,2,1,1,0,0,1,1,0,0.75,0.6
1,7,1,1,0,0,0,0,0,13,10,3,2,1,1,4,3,1,1,1,0,0,1,1,0,0.6666666666666666,0.7
1,8,1,1,0,0,0,0,0,13,10,3,2,0,2,5,3,2,1,1,0,0,1,1,0,1.0,0.8
3,1,1,1,17200,12100,5100,0,0,2,0,2,4,5,-1,0,1,-1,0,1,0,0,0,0,0,0.4444444444444444,0.1
3,2,1,1,17200,12100,5100,0,0,2,0,2,3,5,-2,0,2,-2,1,1,0,0,0,0,0,0.375,0.2
3,3,1,1,17200,12100,5100,0,0,2,0,2,3,4,-1,1,2,-1,1,1,0,0,0,0,0,0.42857142857142855,0.3
3,4,1,1,17200,12100,5100,0,0,2,0,2,3,3,0,2,2,0,1,1,0,0,0,0,0,0.5,0.4
3,5,1,1,17200,12100,5100,0,0,2,0,2,3,2,1,3,2,1,1,1,0,0,0,0,0,0.6,0.5
3,6,1,1,17200,12100,5100,0,0,2,0,2,3,1,2,4,2,2,1,1,0,0,0,0,0,0.75,0.6
3,7,1,1,17200,12100,5100,0,0,2,0,2,3,0,3,5,2,3,1,1,0,0,0,0,0,1.0,0.7
4,1,1,1,21800,16100,5700,0,0,3,0,3,5,4,1,1,0,1,0,1,1,0,0,0,0,0.5555555555555556,0.1
4,2,1,1,21800,16100,5700,0,0,3,0,3,4,4,0,1,1,0,1,1,1,0,0,0,0,0.5,0.2
4,3,1,1,21800,16100,5700,0,0,3,0,3,3,4,-1,1,2,-1,1,1,1,0,0,0,0,0.42857142857142855,0.3
4,4,1,1,21800,16100,5700,0,0,3,0,3,2,4,-2,1,3,-2,1,1,1,0,0,0,0,0.3333333333333333,0.4
4,5,1,1,21800,16100,5700,0,0,3,0,3,2,3,-1,2,3,-1,1,1,1,0,0,0,0,0.4,0.5
4,6,1,1,21800,16100,5700,0,0,3,0,3,2,2,0,3,3,0,1,1,1,0,0,0,0,0.5,0.6
4,7,1,1,21800,16100,5700,0,0,3,0,3,1,2,-1,3,4,-1,1,1,1,0,0,0,0,0.3333333333333333,0.7
4,8,1,1,21800,16100,5700,0,0,3,0,3,1,1,0,4,4,0,1,1,1,0,0,0,0,0.5,0.8
4,9,1,1,21800,16100,5700,0,0,3,0,3,0,1,-1,4,5,-1,1,1,1,0,0,0,0,0.0,0.9
4,10,1,1,21800,16100,5700,0,0,3,0,3,0,0,0,5,5,0,1,1,1,0,0,0,0,0.0,1.0
5,1,1,1,18450,15500,2950,2,3,3,1,2,4,5,-1,0,1,-1,0,0,0,0,0,0,-1,0.4444444444444444,0.1
